gender,age,birthplace,M17,M18,M19,M21,M22,M23,M24,M26,M27,M28,M29,M30,M32,M33,M34,M35,M36,M38,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M51,M53,M55,M56,M57,Probability
1,0,0,5.0,8.5,6.0,6.5,6.0,5.5,5.0,5.5,8.0,5.5,7.5,7.0,6.0,7.5,7.5,7.0,6.0,7.5,5.5,6.0,6.0,6.0,7.0,6.5,8.0,6.0,6.0,7.0,5.0,6.5,9.5,5.5,8.0,1
1,0,0,6.0,8.0,6.0,9.5,3.5,6.0,6.5,0.0,0.0,8.0,8.0,5.5,8.0,7.5,8.0,8.5,6.0,8.0,8.0,5.0,6.5,7.0,7.5,8.0,6.0,7.49,8.5,8.0,8.5,8.5,8.5,9.0,7.5,1
1,0,0,7.0,7.0,7.0,5.5,6.5,5.0,5.0,5.0,7.0,6.0,5.0,6.0,5.5,5.0,8.5,7.5,6.0,8.0,6.0,5.0,6.0,5.0,8.0,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,7.0,8.0,1
1,0,0,6.0,8.0,8.0,6.5,9.5,8.0,5.5,6.0,9.0,7.0,6.5,5.5,6.5,6.0,8.5,8.0,6.5,9.5,6.0,6.5,7.0,6.0,5.5,9.0,8.0,5.5,7.5,7.0,6.0,6.0,7.5,6.5,8.5,1
1,0,0,5.0,6.23,5.0,7.0,8.0,5.5,6.23,6.0,5.5,7.0,6.5,6.0,8.5,6.5,6.0,6.0,8.5,5.0,6.23,6.0,6.23,7.0,7.5,6.5,7.0,5.0,6.23,8.5,6.5,8.0,5.5,8.0,6.0,1
1,0,0,5.0,6.08,6.5,7.5,8.0,6.5,6.08,5.5,5.0,7.0,6.5,5.5,7.5,7.0,5.0,5.5,7.5,5.0,6.08,6.5,6.08,5.0,6.5,5.5,6.5,6.5,6.08,8.0,6.5,7.5,6.0,10.0,6.5,1
1,0,0,8.0,8.5,6.5,4.5,8.0,7.5,3.0,0.0,6.65,6.0,6.0,5.0,5.5,5.5,2.5,6.0,6.5,7.0,4.5,6.0,0.0,6.5,6.6,6.65,7.0,7.5,6.5,5.0,6.5,6.65,6.5,7.0,5.0,1
1,0,0,7.5,7.58,7.5,7.58,7.0,7.5,8.0,9.0,7.58,6.5,7.5,7.0,10.0,9.0,9.0,8.0,9.5,7.5,9.5,7.0,7.5,7.0,8.5,6.5,7.0,8.0,9.0,8.5,9.0,9.5,8.0,8.0,9.0,1
1,0,0,6.0,7.5,6.5,7.0,5.0,7.0,7.0,7.5,8.0,5.0,7.0,5.0,0.0,7.0,7.5,3.0,6.5,8.5,6.5,5.0,5.5,6.5,7.0,8.5,7.0,6.26,6.0,8.0,7.5,6.5,6.0,7.5,8.5,1
1,0,0,9.0,9.0,7.0,6.0,6.5,6.5,5.0,0.0,6.74,7.0,5.0,6.0,5.5,5.5,6.0,6.5,6.5,7.0,8.0,5.5,7.0,6.5,7.15,6.74,7.0,7.0,7.0,6.0,8.0,6.74,7.0,8.0,5.0,1
1,0,0,5.0,6.0,5.5,7.5,7.0,5.5,6.0,7.5,8.0,6.5,7.0,8.0,7.5,7.5,8.5,8.5,7.0,8.5,6.5,5.0,8.0,7.5,7.0,8.0,9.0,7.5,7.5,6.0,7.0,6.5,6.0,6.0,9.0,1
1,0,0,7.5,7.5,6.5,7.5,6.5,7.0,6.5,8.5,7.0,7.0,7.0,7.0,6.0,6.5,6.0,7.5,7.0,6.0,7.0,6.0,6.0,8.0,8.0,6.0,8.0,8.0,7.0,8.5,6.5,9.0,7.0,9.0,7.5,1
1,0,0,6.0,7.0,6.5,8.5,7.0,8.0,5.0,8.0,6.5,7.5,9.0,8.0,6.0,7.5,8.0,8.5,5.5,8.0,7.0,5.5,8.0,5.0,7.0,8.0,7.0,7.0,5.0,9.0,8.0,8.5,8.0,8.0,7.5,1
1,0,0,7.5,7.5,7.2,7.0,6.0,6.5,5.0,9.5,6.5,9.0,6.0,6.5,7.0,8.5,8.0,6.5,5.5,6.0,8.0,7.5,7.5,7.0,9.0,6.0,9.5,7.5,7.5,9.0,5.5,9.5,8.0,9.0,6.5,1
1,0,0,8.0,7.0,6.0,7.0,7.0,6.5,6.5,7.0,8.5,6.0,8.0,6.5,6.0,7.0,8.0,5.5,6.0,9.0,8.5,7.5,5.0,5.5,7.0,7.5,8.0,7.5,6.5,6.0,5.0,6.0,6.5,5.0,5.0,1
1,0,0,5.0,8.0,7.0,5.5,6.0,5.0,5.0,5.5,6.0,5.0,7.0,7.5,5.5,5.5,6.0,6.0,6.5,8.0,5.0,5.5,7.0,5.5,5.5,7.5,7.0,6.5,7.0,8.0,6.0,7.0,6.5,7.0,9.0,1
1,0,0,6.5,9.5,6.5,6.5,7.5,5.0,5.0,7.5,6.0,6.0,5.5,6.5,5.0,7.0,8.0,7.5,6.5,7.5,7.0,5.0,6.0,6.0,7.0,6.0,7.5,6.5,5.5,7.5,5.5,6.0,7.0,6.0,9.0,1
1,0,0,8.0,8.0,6.5,8.0,8.0,7.5,7.0,7.5,0.0,6.0,8.5,5.5,5.0,7.5,6.0,7.0,6.0,7.5,6.5,6.0,5.5,7.0,7.0,7.5,6.0,7.07,7.5,8.5,8.5,8.5,7.0,9.5,7.0,1
1,0,0,5.0,8.0,6.3,7.5,6.0,7.0,5.0,6.0,7.0,6.5,9.0,7.0,7.5,5.0,6.0,8.5,5.5,6.0,6.0,5.5,8.5,6.5,7.5,6.0,8.5,5.0,7.0,8.5,6.5,7.0,6.5,9.0,7.5,1
1,0,0,6.5,7.5,5.5,7.5,7.0,8.5,6.5,6.5,7.0,7.0,7.5,5.5,5.5,7.5,7.0,8.5,6.0,7.5,6.0,6.5,7.5,6.5,6.5,7.5,6.5,7.1,7.0,5.0,6.5,7.5,6.5,8.0,8.5,1
1,0,0,5.0,5.5,7.0,6.5,6.5,5.5,7.0,8.0,8.5,7.0,5.5,5.5,8.5,8.0,8.5,7.0,6.0,8.0,6.5,6.0,5.5,6.0,8.0,7.5,8.0,8.0,8.5,8.5,7.5,6.5,8.5,8.0,9.0,1
1,0,0,7.5,8.5,8.0,9.5,6.5,7.0,8.5,8.5,9.5,8.5,9.5,9.5,8.5,8.5,9.5,9.0,9.5,9.5,8.5,9.0,9.0,8.5,9.0,9.5,8.5,8.5,8.0,8.0,9.0,7.5,9.5,6.0,9.5,1
1,0,0,7.5,9.0,5.5,7.5,5.5,8.0,6.0,7.0,8.5,6.5,6.5,7.5,7.0,6.5,8.0,6.0,8.0,8.5,5.0,5.5,7.0,5.0,7.5,6.0,7.0,5.5,5.0,7.0,7.0,6.5,5.5,7.0,9.0,1
1,0,0,5.5,6.5,5.5,5.5,6.0,5.0,5.5,6.5,7.5,6.0,6.5,6.5,6.0,6.0,8.0,5.0,5.0,7.5,5.5,5.0,7.0,6.0,8.5,5.5,7.5,6.0,6.5,6.5,7.0,7.0,5.5,5.5,7.0,1
1,0,0,6.0,8.0,6.0,6.5,7.0,5.5,5.0,6.0,7.5,5.5,6.5,5.5,5.5,7.0,7.0,6.0,6.0,8.5,5.0,7.0,7.0,5.0,6.0,6.5,7.0,5.5,6.0,6.5,5.0,6.0,6.0,6.0,6.5,1
1,0,0,5.5,6.82,6.5,7.0,8.0,7.0,6.82,6.0,7.5,7.0,6.5,6.0,9.0,6.5,7.5,5.5,9.0,5.0,6.82,6.5,6.82,7.0,7.0,5.5,5.5,6.5,6.82,7.5,8.0,8.0,7.5,9.0,6.5,1
1,0,0,5.0,6.13,7.5,7.5,7.5,6.0,6.13,6.0,6.0,5.0,5.5,8.0,8.5,5.0,7.5,5.5,6.5,6.5,6.13,5.0,6.13,5.0,7.5,5.5,6.5,5.5,6.13,8.5,5.5,8.0,5.5,7.5,5.5,1
1,0,0,8.0,8.0,6.0,9.0,7.0,7.5,9.0,9.5,7.0,7.5,8.5,9.5,6.5,8.0,8.5,9.0,8.0,8.0,9.5,7.5,7.5,8.5,9.0,8.0,7.5,8.33,8.5,8.0,8.5,8.0,9.0,9.5,8.5,1
1,0,0,6.5,7.0,6.5,7.0,6.0,6.67,6.67,5.5,6.0,6.67,6.5,7.0,6.67,6.0,5.0,5.5,5.5,6.0,6.5,5.0,6.5,7.0,5.0,5.0,6.8,6.0,6.5,5.0,5.5,6.67,5.5,6.0,6.67,1
1,0,0,7.0,8.5,6.5,6.5,6.5,6.0,5.5,7.0,7.5,5.5,5.0,5.5,6.0,6.5,6.5,7.0,5.5,7.5,6.0,6.0,6.0,6.5,6.5,7.5,7.0,5.5,6.0,7.0,5.0,6.0,6.0,5.0,6.0,1
1,0,0,5.0,6.75,7.0,8.0,8.5,7.5,6.75,6.0,7.0,6.0,7.5,6.5,9.0,6.5,6.0,6.0,8.0,5.5,6.75,6.0,6.75,5.0,7.0,5.0,6.5,7.5,6.75,7.0,8.0,7.5,7.5,8.5,6.5,1
1,0,0,6.0,8.5,5.0,5.0,5.0,6.0,5.5,5.5,7.5,6.0,6.0,6.0,5.5,6.5,8.5,5.5,6.5,7.5,5.5,6.0,5.5,5.5,9.0,6.0,7.0,6.5,6.5,6.5,6.0,6.0,5.0,5.5,8.0,1
1,0,0,8.5,8.5,6.5,6.0,8.5,7.0,8.0,0.0,7.01,7.0,7.5,5.0,5.0,5.0,8.0,5.5,8.5,7.0,5.5,5.5,6.0,7.0,5.9,7.01,7.0,8.0,8.0,6.5,7.0,7.01,7.0,8.0,7.0,1
1,0,0,5.0,6.01,6.0,7.5,7.0,6.5,6.01,5.5,5.5,6.0,7.0,5.0,7.5,5.5,6.5,5.0,8.0,5.0,6.01,6.0,6.01,6.0,6.5,5.0,6.0,6.5,6.01,8.0,7.0,7.0,6.5,9.5,6.0,1
1,0,0,6.5,8.5,6.5,7.5,5.5,5.7,7.5,8.0,7.5,6.5,6.5,5.0,5.5,7.5,7.0,7.0,5.5,8.0,5.0,5.5,6.0,6.0,7.0,7.0,7.5,6.0,7.0,7.0,5.5,5.5,7.0,5.0,6.5,1
1,0,0,7.0,8.0,6.5,6.5,7.0,5.5,6.0,6.0,8.0,6.5,6.5,6.5,5.0,5.5,6.5,8.0,5.5,8.0,5.5,7.0,7.0,5.0,6.0,7.0,8.0,7.0,7.0,8.5,5.5,6.0,6.5,5.0,6.0,1
1,0,0,8.5,8.5,7.5,8.0,7.0,7.5,8.0,6.0,8.0,6.0,8.5,5.0,5.0,6.0,6.5,7.5,5.5,7.5,7.5,7.0,8.0,6.0,6.5,7.5,6.0,6.5,5.5,7.5,5.5,7.0,6.0,6.5,9.5,1
