Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
2,9,4,8,0,3,9,2,1,6,35,0,0,0,1,35,0,14,11,11,2,14.88888888888889,6,12,6,9,4,11.666666666666666,8,12.4,0.3,0.79,1,1,0
5,6,2,4,1,14,8,24,14,13,1,0,0,1,0,36,0,1,17,17,9,12.363636363636363,2,0,0,16,0,11.428571428571429,3,7.6,0.3,-4.06,1,1,0
5,12,3,6,0,7,9,22,34,6,8,1,0,1,0,32,1,18,5,18,13,12.625,0,10,11,5,9,10.5,5,12.7,1.4,3.51,1,1,0
1,1,4,7,1,15,9,3,24,2,4,1,0,1,0,70,0,1,8,11,0,11.833333333333334,6,0,11,7,8,16.2,5,11.1,2.8,-1.7,1,1,0
5,16,1,6,1,12,14,24,4,12,35,0,1,1,0,33,0,0,8,14,4,16.0,0,0,8,16,11,0.0,5,11.1,3.7,3.51,1,1,0
2,14,1,12,1,4,14,19,4,30,10,0,1,1,0,21,0,1,12,8,2,13.0,3,0,8,6,9,13.333333333333334,2,11.1,3.7,-0.92,1,1,0
5,12,3,3,1,3,8,22,27,1,39,1,1,1,0,27,1,14,12,8,14,11.333333333333334,3,0,8,11,8,17.714285714285715,3,15.5,1.4,-0.92,1,1,0
5,14,4,10,1,1,12,25,27,7,35,1,1,1,1,21,0,1,6,9,14,16.5,0,12,6,19,1,11.142857142857142,8,7.6,1.4,-0.92,1,1,0
4,9,5,2,1,9,8,2,1,19,6,0,0,0,1,44,0,0,8,20,13,12.153846153846152,6,0,8,9,9,13.333333333333334,12,10.8,-0.3,-1.7,1,1,0
5,8,2,4,0,12,14,26,1,2,5,1,1,0,0,70,1,7,9,17,7,11.0,4,4,6,11,2,11.428571428571429,3,16.2,2.8,1.79,1,1,0
4,13,1,1,1,12,12,23,4,10,4,1,0,1,0,35,1,7,8,18,2,12.7,1,3,17,4,5,10.75,1,9.4,-0.8,-3.12,1,1,0
1,14,1,2,1,9,14,22,1,12,11,0,0,0,0,21,1,2,21,19,5,17.0,2,10,16,12,9,12.666666666666666,1,10.8,0.5,-0.92,1,1,0
2,1,6,3,1,12,1,1,28,2,12,1,1,0,0,36,0,6,11,10,14,16.0,1,1,5,14,0,11.333333333333334,4,12.4,2.8,-3.12,1,1,0
2,12,3,10,1,16,14,13,28,13,3,0,1,1,0,28,0,4,13,14,1,14.333333333333334,0,2,5,19,10,13.3,8,12.7,-0.3,1.79,1,1,0
5,6,1,5,0,12,9,25,28,4,13,1,1,1,0,26,1,6,5,11,8,14.5,1,7,0,6,10,11.142857142857142,1,13.9,0.3,3.51,1,1,0
2,13,4,1,1,7,9,13,10,3,7,0,0,1,1,21,0,0,7,0,11,17.0,2,7,17,8,4,11.808333333333332,8,15.5,0.5,3.51,1,1,0
4,17,2,2,0,14,12,26,28,2,44,0,1,1,0,25,0,2,11,14,13,11.2,1,4,7,17,3,11.25,1,7.6,-0.8,2.02,1,1,0
5,4,2,4,0,7,1,13,27,4,8,0,0,0,0,18,0,1,4,17,11,10.8,0,12,6,9,2,11.142857142857142,5,10.8,-0.3,-3.12,1,1,0
4,13,4,2,1,13,1,23,29,32,2,0,0,0,0,51,1,0,0,16,4,11.333333333333334,4,7,5,19,6,12.666666666666666,1,12.7,-0.3,1.74,1,1,0
1,16,2,9,1,9,12,3,27,3,6,1,0,0,0,44,1,2,11,19,7,12.625,4,4,16,9,5,11.75,5,9.4,-0.8,1.79,1,1,0
4,17,6,6,1,3,8,2,14,12,44,0,1,0,0,22,1,3,11,16,1,10.0,7,1,17,16,5,11.0,1,12.7,-0.3,1.74,1,1,0
1,6,1,7,0,7,14,22,3,13,13,1,1,0,0,27,0,2,11,20,13,12.333333333333334,4,1,9,6,4,14.636363636363637,1,7.6,-0.8,-0.92,1,1,0
4,1,1,17,1,12,9,1,27,1,8,0,0,1,0,19,1,7,4,11,0,13.333333333333334,2,12,0,21,9,12.6,5,9.4,0.3,0.79,1,1,0
1,16,2,7,1,4,8,22,28,9,44,0,0,0,0,18,0,14,8,5,21,12.7,4,7,6,7,5,16.0,3,16.2,-0.8,-3.12,1,1,0
5,12,1,7,1,9,12,1,31,2,2,1,0,0,1,27,0,0,8,16,11,0.0,0,1,16,4,6,11.808333333333332,4,16.2,2.6,3.51,1,1,0
1,8,2,4,0,14,1,1,4,6,3,1,1,1,0,32,0,13,10,17,9,14.5,0,10,0,10,0,12.0,3,16.2,1.4,-4.06,1,1,0
2,9,5,17,1,7,1,2,1,10,8,0,1,1,1,23,0,0,17,6,2,16.166666666666668,0,7,5,15,12,11.909090909090908,2,12.7,2.8,0.79,1,1,0
