Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
5,17,4,7,1,2,9,23,2,9,9,0,1,0,0,54,1,0,0,11,5,11.666666666666666,1,0,7,16,5,11.333333333333334,1,15.5,1.4,-1.7,0,1,0
1,1,3,12,1,6,1,13,14,2,11,0,0,1,1,26,0,2,9,9,1,12.75,4,10,5,22,7,13.5,0,16.2,0.6,0.32,0,1,0
1,6,3,16,1,15,14,5,27,1,9,0,0,0,0,28,1,0,5,15,2,10.666666666666666,1,10,5,10,5,10.857142857142858,2,8.9,0.3,-1.7,0,1,0
1,15,5,9,0,16,1,13,29,4,3,1,0,1,1,42,0,7,10,9,4,11.5,2,1,9,11,6,10.571428571428571,7,11.1,1.4,1.79,0,1,0
1,14,4,10,1,9,13,5,28,12,4,1,1,1,1,39,0,1,7,16,6,11.75,1,2,12,7,10,13.333333333333334,2,12.4,-0.8,0.79,0,1,0
3,8,6,14,1,14,3,1,2,13,15,1,0,1,0,31,0,7,0,14,5,12.625,0,12,10,12,4,12.8,6,12.7,-0.3,-4.06,0,1,0
2,1,2,11,1,1,14,3,2,5,9,0,0,0,0,39,0,4,6,10,13,13.5,0,3,10,9,6,14.8,7,9.4,1.4,1.79,0,1,0
4,15,2,8,0,9,19,18,2,13,12,0,0,0,0,18,0,0,11,7,4,12.875,2,1,7,17,2,10.0,2,15.5,3.7,-4.06,0,1,0
2,17,3,9,0,16,14,23,4,12,1,0,0,1,1,45,0,5,11,10,12,12.5,4,1,12,12,3,14.8,6,16.2,1.4,1.74,0,1,0
2,8,4,16,1,15,1,10,27,10,10,0,0,0,0,28,0,0,4,6,13,13.75,4,10,12,22,3,16.666666666666668,0,13.9,2.8,-0.92,0,1,0
5,14,2,13,0,12,9,1,27,2,15,0,0,0,1,30,1,0,1,9,13,11.666666666666666,2,0,8,4,12,13.166666666666666,2,15.5,1.4,-0.92,0,1,0
4,1,3,7,1,2,1,10,1,2,31,1,0,1,0,25,0,13,4,13,2,13.6,7,1,9,7,8,11.0,1,16.2,3.7,3.51,0,1,0
5,15,1,3,0,9,1,2,5,10,2,0,0,1,0,28,1,12,7,8,0,11.0,0,4,6,16,4,12.4,7,8.9,-0.8,0.79,0,1,0
1,14,1,16,1,14,1,3,3,8,8,1,0,0,0,31,1,6,0,13,4,11.25,2,4,0,7,3,12.8,2,13.9,1.4,-1.7,0,1,0
1,1,3,13,1,1,1,3,28,4,13,1,0,0,0,32,0,6,4,14,7,11.923076923076923,4,4,12,12,5,16.666666666666668,0,8.9,0.6,3.51,0,1,0
3,12,3,14,1,16,3,19,28,4,2,0,1,0,1,33,1,13,5,0,4,13.666666666666666,7,0,9,15,11,10.666666666666666,2,9.4,3.7,-4.06,0,1,0
5,9,1,2,1,1,9,5,28,7,12,0,0,1,1,22,1,7,13,13,7,11.9,7,3,12,9,1,11.566666666666668,7,15.5,1.4,1.79,0,1,0
2,14,5,14,1,14,13,3,14,7,5,1,1,0,0,39,0,2,11,13,3,16.0,7,1,8,10,3,11.566666666666668,3,8.9,2.8,-1.7,0,1,0
2,12,4,9,1,14,1,5,3,21,1,1,1,0,1,48,0,1,4,12,5,10.0,0,1,0,9,2,11.6,6,15.5,0.6,2.02,0,1,0
4,14,4,8,1,6,14,1,24,1,11,1,0,0,1,32,0,3,8,6,10,12.333333333333334,7,1,8,14,5,12.5,7,16.2,0.5,1.79,0,1,0
1,15,3,5,1,14,3,1,2,13,2,1,0,1,0,39,0,0,8,11,1,11.4,1,0,5,10,2,12.8,0,15.5,3.7,-1.7,0,1,0
1,1,2,12,1,16,1,22,28,7,13,1,1,0,1,40,0,3,17,0,0,11.285714285714286,1,3,5,12,11,12.8,6,9.4,2.8,-0.92,0,1,0
4,6,2,10,1,14,13,13,3,13,12,0,0,1,0,37,0,5,8,13,0,11.0,1,2,9,13,3,13.2,0,12.4,1.4,0.32,0,1,0
1,1,2,12,1,15,19,13,1,1,6,0,0,1,0,30,0,4,1,9,4,11.285714285714286,7,0,10,10,4,14.166666666666666,2,16.2,0.6,0.32,0,1,0
1,12,6,16,1,6,9,23,3,2,11,0,0,1,1,18,1,1,3,19,3,11.9,1,0,17,11,10,12.2,6,12.7,3.7,-4.06,0,1,0
3,8,3,6,0,15,19,4,5,4,5,1,0,0,0,23,1,4,1,16,4,14.142857142857142,0,5,4,0,6,12.833333333333334,0,15.5,0.3,-1.7,0,1,0
2,16,4,7,1,9,14,13,27,4,8,0,0,1,0,41,0,0,5,18,13,13.6,0,12,11,0,12,13.5,6,11.1,1.4,-1.7,0,1,0
2,12,5,5,1,16,14,13,3,8,4,0,0,1,1,42,1,0,1,16,7,13.25,0,4,17,17,4,10.857142857142858,7,13.9,2.6,0.79,0,1,0
