Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
1,14,4,12,1,15,15,22,24,4,40,0,0,1,0,27,0,2,6,7,26,12.0,0,2,15,7,11,11.666666666666666,5,7.6,-0.8,0.79,0,0,1
2,8,6,8,0,3,14,5,10,10,10,0,0,1,1,34,0,5,9,10,26,13.76125,0,15,0,22,0,16.428571428571427,0,16.2,-0.8,-0.92,0,0,1
5,5,2,12,1,1,3,1,3,5,8,1,0,1,0,35,0,13,9,18,14,15.666666666666666,2,15,8,15,6,13.76375,3,16.2,0.6,2.02,0,0,1
5,4,3,15,1,12,1,19,3,8,8,1,0,0,0,54,0,8,9,5,19,15.88888888888889,0,7,6,16,4,12.18888888888889,0,10.8,0.6,1.74,0,0,1
1,5,2,4,0,1,1,22,21,6,33,1,1,1,0,35,0,2,12,10,20,12.944285714285714,6,0,10,7,8,10.0,2,13.9,2.8,2.02,0,0,1
1,14,1,6,0,12,4,19,2,13,23,1,0,1,1,17,0,15,6,6,8,15.114999999999998,0,14,14,11,3,15.61111111111111,0,7.6,0.6,-3.12,0,0,1
2,8,2,12,1,15,9,3,10,22,8,0,0,1,1,18,0,11,6,6,15,11.375,3,0,11,16,3,15.011111111111113,3,8.9,0.5,1.74,0,0,1
1,4,3,3,0,2,1,17,29,3,28,1,0,0,1,34,0,0,9,8,8,12.385714285714286,0,0,5,17,12,13.22222222222222,5,12.4,2.6,1.79,0,0,1
4,16,2,4,1,8,9,24,28,25,6,1,1,1,0,22,0,2,7,9,3,12.135714285714286,0,10,19,5,3,14.24,0,8.9,1.4,3.51,0,0,1
1,14,1,3,0,1,1,3,28,7,5,1,0,1,0,40,0,9,5,12,6,13.9475,3,3,5,23,11,13.485714285714284,0,11.1,-0.3,1.74,0,0,1
6,4,5,12,1,8,9,25,14,13,9,1,0,1,0,28,0,9,2,19,0,13.714285714285714,0,4,6,17,7,10.6,0,15.5,0.3,3.51,0,0,1
5,1,1,10,1,12,14,23,21,10,4,1,0,1,0,22,0,0,18,15,6,10.466666666666669,3,1,6,5,5,12.666666666666666,4,9.4,-0.8,-0.92,0,0,1
5,14,5,14,1,3,1,1,10,4,46,1,0,1,0,35,0,4,8,19,11,10.714285714285714,1,4,11,8,7,13.383333333333333,0,12.4,0.3,2.02,0,0,1
1,17,2,16,1,11,1,22,29,29,40,1,1,1,0,33,0,14,8,6,19,12.412857142857144,0,7,0,7,0,13.8,0,8.9,3.7,0.32,0,0,1
4,17,4,10,1,4,1,22,1,7,5,1,0,1,0,20,0,7,8,7,17,12.491666666666667,1,13,11,9,10,13.044444444444444,0,13.9,1.4,1.74,0,0,1
5,7,6,5,0,12,18,1,29,12,23,1,1,1,1,18,0,8,6,19,6,13.05,5,3,15,11,8,15.75,2,16.2,1.4,-0.92,0,0,1
1,1,3,14,0,8,14,18,29,12,4,1,1,0,0,58,0,4,19,24,2,13.507142857142856,5,13,8,14,11,13.544444444444444,0,8.9,0.5,1.79,0,0,1
1,15,2,6,1,15,18,22,29,23,6,0,0,0,1,58,0,13,18,16,9,13.416666666666666,0,15,5,12,0,11.375,5,13.9,0.6,-4.06,0,0,1
1,16,1,4,1,1,18,22,21,10,9,1,1,1,0,18,0,6,17,8,7,15.145,0,16,8,9,12,16.0,1,9.4,2.8,1.79,0,0,1
1,14,3,16,1,14,4,4,4,3,6,0,0,1,1,31,0,4,8,5,13,13.11625,1,14,0,6,8,12.428571428571429,0,10.8,-0.3,-3.12,0,0,1
5,4,6,9,1,4,14,13,14,24,28,0,0,1,1,45,0,10,6,18,9,12.88625,5,4,0,13,19,12.355714285714283,2,8.9,0.6,0.32,0,0,1
4,8,1,3,1,4,10,22,24,23,10,1,0,1,0,52,1,0,18,8,6,12.993333333333334,0,8,5,9,17,12.272727272727272,0,10.8,3.7,3.51,0,0,1
1,12,5,10,1,2,12,1,14,12,33,0,0,1,0,58,0,12,0,7,8,12.7,2,2,7,11,20,14.090909090909092,1,9.4,2.6,0.79,0,0,1
5,1,5,12,1,1,10,22,28,30,2,1,0,1,0,19,0,0,6,15,0,13.6375,2,4,11,16,5,14.88875,0,11.1,0.5,-3.12,0,0,1
4,13,4,13,1,12,5,10,7,10,43,1,0,1,0,34,0,0,18,9,8,13.25,6,0,6,6,20,12.94285714285714,0,12.4,2.6,-4.06,0,0,1
1,4,4,12,1,3,10,28,7,8,26,1,0,1,0,19,0,0,16,8,19,12.457142857142856,0,0,6,6,7,16.09375,4,11.1,0.5,1.74,0,0,1
5,14,1,12,1,15,9,22,3,6,12,0,0,1,1,50,0,19,21,16,5,13.818181818181818,0,0,6,11,13,15.228571428571428,0,9.4,0.6,1.79,0,0,1
1,16,3,12,1,14,10,3,27,3,11,1,0,1,1,18,0,15,19,0,6,13.81375,0,12,8,21,6,13.094444444444443,1,9.4,0.5,-3.12,0,0,1
1,15,1,10,1,1,18,10,27,10,8,0,0,1,0,37,0,9,6,29,21,13.6125,0,8,5,6,2,11.142857142857142,0,12.4,-0.3,-1.7,0,0,1
1,12,3,12,1,1,14,19,27,6,9,1,0,1,0,50,0,8,6,6,2,15.798571428571426,0,6,14,7,7,15.925,0,12.7,-0.8,2.02,0,0,1
2,13,2,9,1,2,5,2,27,3,46,1,0,0,0,32,0,14,12,6,8,13.916666666666666,0,3,8,26,14,11.571428571428571,2,13.9,2.8,2.02,0,0,1
2,1,1,2,1,8,9,10,7,10,6,1,1,1,0,21,0,6,6,10,9,15.307692307692308,1,9,23,6,8,13.966666666666669,4,11.1,-0.3,-4.06,0,0,1
1,1,6,12,1,9,10,3,33,4,23,0,0,1,1,31,0,0,8,20,9,11.658333333333331,0,1,5,21,8,12.944285714285714,0,8.9,2.6,0.32,0,0,1
4,1,4,13,1,1,4,13,21,21,5,1,0,1,1,19,0,8,7,8,5,13.08,2,14,7,8,8,13.91,2,9.4,-0.3,-1.7,0,0,1
2,1,4,11,1,6,12,5,14,1,8,1,0,1,0,23,0,3,6,13,20,13.40375,5,0,9,11,4,12.285714285714286,0,13.9,-0.3,-4.06,0,0,1
2,1,1,16,1,11,2,1,27,24,8,1,0,1,1,37,0,0,11,21,6,13.31,0,18,5,8,8,13.142857142857142,0,12.7,0.6,-0.92,0,0,1
1,17,1,3,1,14,10,7,21,10,44,0,0,1,0,58,0,11,15,18,11,13.457142857142856,0,4,6,5,10,14.090909090909092,4,9.4,0.6,1.79,0,0,1
1,15,2,17,0,16,1,19,29,7,7,1,0,1,1,28,0,8,19,6,8,11.98,0,5,23,12,8,11.142857142857142,5,12.4,1.4,1.79,0,0,1
2,8,1,5,1,1,6,20,9,22,4,0,1,1,0,40,1,2,7,9,19,13.38888888888889,0,7,19,5,3,11.333333333333334,2,12.4,1.4,-1.7,0,0,1
2,8,4,3,1,1,14,19,3,22,33,0,0,1,0,27,0,7,13,13,15,13.7,2,5,5,18,8,15.571428571428571,0,11.1,-0.3,-1.7,0,0,1
2,1,1,3,1,2,6,23,27,8,37,1,0,1,0,21,0,7,6,10,7,12.266666666666667,2,6,6,7,11,13.357142857142858,0,13.9,2.8,-1.7,0,0,1
2,4,1,2,1,1,14,17,9,6,12,0,1,1,0,33,1,0,26,8,2,15.657142857142857,6,9,7,16,12,12.966666666666669,4,15.5,3.7,3.51,0,0,1
1,1,5,10,0,17,1,3,14,5,6,0,0,1,1,27,0,3,6,6,3,11.5,0,3,8,14,12,13.085714285714284,1,7.6,-0.8,1.79,0,0,1
1,1,1,14,0,2,1,7,2,9,2,1,0,1,0,19,0,11,9,23,15,11.88888888888889,0,3,6,18,7,15.857142857142858,2,7.6,1.4,1.79,0,0,1
1,13,6,5,1,1,14,23,24,15,10,1,0,1,0,24,0,4,2,27,13,13.557142857142855,2,3,5,10,11,13.31,4,9.4,0.6,0.79,0,0,1
1,6,1,6,1,1,3,19,24,12,38,0,0,1,1,47,0,5,2,0,16,14.145714285714286,0,13,10,0,8,12.363636363636363,4,12.7,1.4,1.74,0,0,1
1,14,6,14,1,1,6,22,27,6,8,0,0,1,1,20,0,11,0,8,26,13.846153846153848,6,7,5,21,4,13.6,1,16.2,0.5,1.79,0,0,1
2,15,5,5,1,14,2,22,9,24,3,0,1,1,0,47,0,11,11,21,16,14.6,0,0,8,0,8,13.266666666666667,4,13.9,1.4,0.32,0,0,1
4,15,2,14,1,6,18,3,24,4,1,1,0,1,1,17,0,19,7,8,16,12.5,2,9,13,11,9,15.657142857142857,0,13.9,-0.8,3.51,0,0,1
1,6,2,12,1,14,1,14,14,12,36,1,0,1,0,18,0,19,5,21,6,12.16,2,4,10,9,5,16.327272727272728,0,9.4,0.6,2.02,0,0,1
1,1,3,2,1,16,2,22,29,5,38,1,0,1,0,19,0,14,15,19,26,13.297142857142855,2,0,6,9,7,13.41625,0,7.6,3.7,-3.12,0,0,1
2,14,1,9,0,9,1,26,1,5,1,1,0,1,1,24,1,6,7,12,6,12.5375,0,9,6,9,13,16.3875,0,11.1,0.5,-1.7,0,0,1
1,14,1,5,1,14,3,11,10,12,29,0,0,1,0,50,0,0,0,6,9,12.385714285714286,3,9,9,10,6,14.333333333333334,0,15.5,1.4,2.02,0,0,1
4,16,5,9,0,15,3,28,2,15,8,0,0,1,0,23,0,20,16,0,7,15.0,0,12,17,18,8,13.666666666666666,0,12.7,1.4,-0.92,0,0,1
1,4,3,14,1,1,12,22,24,10,12,1,1,1,1,18,0,18,9,8,17,11.155555555555557,0,1,8,6,12,15.599999999999998,0,16.2,3.7,3.51,0,0,1
1,8,3,16,1,16,10,13,3,6,5,1,0,1,0,26,0,4,10,6,7,12.401428571428571,4,13,23,6,7,12.833333333333334,0,13.9,1.4,1.74,0,0,1
2,1,6,15,1,3,14,23,28,6,4,1,0,1,0,21,1,11,8,15,11,11.875,1,4,8,10,6,15.798571428571426,5,9.4,3.7,-3.12,0,0,1
1,6,3,6,1,1,1,7,27,5,3,1,0,1,0,49,0,0,5,22,5,11.166666666666666,6,9,17,9,19,14.355555555555554,2,16.2,0.5,-1.7,0,0,1
1,1,6,6,1,9,12,22,1,7,14,1,0,1,0,34,0,0,7,26,3,13.579999999999998,0,6,13,6,5,12.071428571428571,0,8.9,1.4,-4.06,0,0,1
2,1,2,6,1,4,1,8,14,8,15,1,0,1,0,23,0,8,6,11,3,14.654285714285717,0,18,23,12,4,12.166666666666666,0,7.6,2.8,-0.92,0,0,1
6,15,1,11,1,11,2,8,28,9,40,0,0,0,0,41,0,1,6,12,10,13.863333333333337,0,11,8,9,11,13.857142857142858,0,12.4,0.6,1.74,0,0,1
4,16,4,12,1,1,2,4,2,4,32,1,0,1,1,21,0,14,5,17,13,11.605,4,0,13,13,20,14.833333333333334,3,16.2,2.8,1.79,0,0,1
1,12,2,6,1,1,1,10,27,4,12,0,0,1,1,24,0,5,2,14,3,13.875,2,0,14,10,5,12.6,1,9.4,1.4,0.32,0,0,1
1,1,1,14,1,1,2,22,7,9,11,0,0,0,0,30,0,0,7,9,10,14.328571428571427,2,2,12,10,0,12.48375,1,7.6,-0.3,0.79,0,0,1
1,13,2,3,1,14,10,13,24,32,4,0,0,0,0,27,0,3,10,9,9,12.944285714285714,1,0,7,8,17,12.88625,0,13.9,-0.8,-0.92,0,0,1
5,8,0,3,1,6,2,13,27,1,18,0,0,1,0,30,0,13,16,11,6,13.41625,0,9,5,11,5,13.583333333333334,1,8.9,1.4,2.02,0,0,1
1,1,3,16,0,6,9,7,9,15,12,1,1,1,0,41,1,8,0,12,2,10.857142857142858,1,9,0,13,5,12.082857142857142,2,12.7,-0.3,-3.12,0,0,1
1,16,2,17,1,14,18,11,7,7,44,1,0,1,0,54,0,0,14,21,5,13.545454545454543,0,3,19,14,9,12.454285714285716,5,8.9,2.6,-1.7,0,0,1
1,8,2,9,1,14,1,18,10,22,6,1,0,1,0,27,0,8,7,8,17,15.075714285714286,0,4,8,22,13,11.666666666666666,0,11.1,-0.3,0.32,0,0,1
1,12,1,2,1,14,4,23,1,4,6,1,0,1,1,22,1,12,12,17,16,14.992857142857142,2,0,6,9,5,14.627777777777778,0,15.5,2.6,-1.7,0,0,1
1,12,1,3,1,14,1,3,29,4,5,0,0,1,0,27,0,10,6,13,7,14.37,0,9,6,16,8,12.571428571428571,4,12.4,-0.8,-1.7,0,0,1
1,5,1,15,1,1,5,5,14,10,28,0,0,1,1,21,0,13,6,0,11,12.692307692307692,4,6,13,11,8,14.983333333333334,0,10.8,0.5,0.32,0,0,1
2,1,6,6,1,1,1,23,28,29,9,1,0,0,0,58,1,6,7,10,11,14.731428571428571,0,8,23,24,10,12.114285714285714,2,9.4,1.4,0.79,0,0,1
4,14,4,11,0,14,12,22,24,10,14,0,0,1,0,29,0,13,13,22,3,13.983333333333334,0,10,8,7,6,14.266666666666666,4,9.4,0.3,-1.7,0,0,1
4,12,1,13,1,9,5,19,33,5,10,1,0,1,0,25,0,18,6,15,11,12.714285714285714,2,10,7,19,14,10.833333333333334,0,11.1,3.7,2.02,0,0,1
2,4,1,15,1,1,1,22,1,15,46,0,0,0,1,22,1,1,17,8,7,14.537142857142856,1,8,23,23,17,12.966666666666669,5,12.7,0.5,-1.7,0,0,1
1,1,6,3,1,1,2,4,14,10,38,0,0,1,0,42,0,13,7,9,10,12.6,2,2,5,10,6,13.671428571428573,1,7.6,1.4,-1.7,0,0,1
4,12,6,3,0,15,1,13,14,29,37,1,0,1,0,18,0,0,9,19,4,12.1625,0,1,17,11,14,15.285714285714286,4,8.9,1.4,-1.7,0,0,1
1,13,1,10,0,12,2,22,10,6,44,0,0,1,0,17,0,7,16,9,13,12.61904761904762,1,13,9,7,7,13.825,0,12.4,1.4,1.74,0,0,1
5,14,2,14,1,17,2,18,30,23,8,1,0,1,1,40,0,11,12,24,7,14.542857142857144,6,1,6,10,12,12.272727272727272,0,12.4,-0.3,3.51,0,0,1
5,8,1,14,1,14,18,28,33,1,2,1,0,1,0,21,0,1,15,29,19,13.271666666666668,1,5,6,6,9,14.625,4,8.9,0.3,1.74,0,0,1
1,4,5,16,1,8,1,13,28,13,23,1,0,1,0,23,0,15,5,26,12,15.155555555555557,2,5,9,9,3,13.244444444444444,3,12.7,0.5,0.32,0,0,1
1,4,1,2,0,4,18,1,1,30,37,0,0,1,0,42,0,1,18,9,6,14.328571428571427,0,9,8,8,17,12.48375,2,10.8,1.4,0.79,0,0,1
4,7,2,17,1,16,1,17,14,10,6,1,0,0,0,31,1,0,9,6,2,13.285714285714286,6,14,8,6,7,13.971428571428572,0,9.4,2.6,2.02,0,0,1
1,8,2,12,1,17,12,19,26,2,32,1,0,1,0,52,0,20,9,20,16,17.0,5,2,17,11,8,12.083333333333334,0,8.9,0.6,2.02,0,0,1
6,14,5,15,1,1,6,5,10,3,3,1,1,1,1,50,1,11,5,16,19,15.101428571428572,1,4,23,16,4,13.825,0,12.4,2.8,1.74,0,0,1
1,17,6,16,1,9,12,13,7,4,6,1,0,1,0,22,0,19,6,10,12,13.3,5,5,0,26,10,12.142857142857142,4,15.5,1.4,-1.7,0,0,1
2,16,6,12,1,3,9,28,3,9,38,0,0,1,0,45,0,13,14,10,9,15.428571428571429,6,1,5,12,9,11.571428571428571,0,16.2,0.5,0.32,0,0,1
