Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
3,8,5,14,1,6,11,3,29,11,13,0,1,0,0,46,0,2,8,8,0,10.2,0,9,4,13,17,11.142857142857142,0,10.8,0.5,1.79,1,0,1
2,9,2,5,1,13,4,27,1,10,1,1,1,1,0,43,1,12,18,25,7,13.444444444444445,6,12,5,13,4,14.3,0,11.1,-0.8,2.02,1,0,1
2,4,1,4,1,2,9,22,1,10,6,1,0,1,0,37,0,19,23,23,17,13.7,12,18,17,5,11,13.615384615384617,3,15.5,0.5,2.02,1,0,1
1,1,1,14,1,16,1,2,1,10,4,0,0,1,1,57,0,3,8,12,7,11.8375,1,18,17,9,19,14.833333333333334,4,7.6,3.7,1.79,1,0,1
1,17,1,6,1,2,11,27,1,1,8,1,0,1,1,32,0,16,0,12,12,11.894736842105264,2,12,14,17,4,15.4,1,15.5,0.6,2.02,1,0,1
5,1,1,15,1,1,9,2,14,4,12,0,0,1,0,43,0,6,8,17,8,14.833333333333334,2,10,19,0,4,12.666666666666666,2,8.9,-0.3,-3.12,1,0,1
4,14,5,11,1,14,4,13,32,5,11,1,1,1,1,24,1,13,6,32,3,12.636363636363637,2,8,23,23,8,11.076923076923077,1,8.9,1.4,1.74,1,0,1
1,4,2,3,1,1,11,10,28,8,22,1,0,1,0,49,0,11,16,16,9,12.365714285714288,7,0,17,20,5,14.833333333333334,6,13.9,2.8,2.02,1,0,1
4,4,1,4,1,16,9,23,4,20,29,0,1,1,1,51,0,17,12,13,8,13.4,1,0,18,7,0,14.23076923076923,6,10.8,-0.8,2.02,1,0,1
1,15,1,17,1,12,11,13,27,28,16,0,1,0,0,52,0,0,11,6,6,12.75,3,6,0,17,0,15.018181818181818,0,7.6,-0.3,0.32,1,0,1
1,12,3,12,0,9,2,13,24,23,3,1,0,1,0,40,0,2,8,14,3,13.492857142857144,0,0,8,15,11,16.575,0,12.4,-0.8,0.79,1,0,1
3,6,2,10,0,15,2,4,10,23,7,1,1,1,0,20,0,18,9,7,5,12.833333333333334,2,7,10,23,10,11.357142857142858,0,15.5,-0.3,-0.92,1,0,1
3,14,3,13,1,15,4,5,4,7,8,0,1,1,1,54,1,7,5,9,10,15.166666666666666,7,8,8,7,4,15.885714285714286,0,7.6,0.3,3.51,1,0,1
2,6,4,17,1,1,1,3,1,22,3,0,0,1,1,45,1,18,15,32,9,15.285714285714286,0,14,18,0,7,11.65,6,12.7,2.6,-1.7,1,0,1
5,3,3,7,1,14,1,10,3,28,16,1,0,1,1,43,1,13,9,15,4,13.175714285714289,1,7,18,12,2,15.885714285714286,1,15.5,-0.8,-3.12,1,0,1
3,14,3,4,1,17,9,3,29,4,12,0,0,0,0,23,1,7,21,13,0,13.24875,0,18,6,9,7,11.50625,4,9.4,-0.8,-4.06,1,0,1
5,12,3,9,1,3,9,4,27,16,9,0,1,1,1,19,1,18,0,36,17,11.9,0,4,6,19,7,10.868,2,13.9,0.5,-0.92,1,0,1
1,13,3,8,0,3,3,2,2,23,2,0,0,0,0,41,0,2,7,26,15,13.625,0,2,4,7,8,11.88888888888889,3,10.8,0.5,0.32,1,0,1
5,3,6,3,0,13,2,19,28,28,22,0,1,1,0,47,1,9,8,10,0,11.421052631578949,0,5,18,20,7,15.885714285714286,4,13.9,0.3,0.79,1,0,1
3,15,1,2,1,1,1,22,27,10,7,0,0,1,0,31,1,4,16,4,3,15.8,12,7,18,7,6,13.714285714285714,2,8.9,0.5,-4.06,1,0,1
1,1,1,4,1,3,1,21,1,10,7,1,0,0,0,31,0,11,7,12,12,13.466666666666669,0,5,7,22,0,14.375,3,12.4,0.3,-3.12,1,0,1
