Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
4,1,3,11,1,6,3,16,14,3,13,0,1,1,1,18,0,2,1,9,8,10.333333333333334,0,11,1,15,11,15.91111111111111,8,12.7,2.8,-3.12,1,0,0
4,2,4,14,1,4,11,28,28,13,43,0,0,1,1,49,1,0,6,12,6,10.8,3,2,7,23,6,11.875,0,10.8,0.3,0.79,1,0,0
4,3,5,6,1,9,15,16,8,5,20,0,1,1,0,57,0,2,7,2,7,12.528571428571428,4,4,9,23,3,12.25,4,16.2,3.7,-3.12,1,0,0
4,13,1,4,0,6,11,9,20,13,2,1,0,1,1,55,0,4,5,17,7,12.0,8,2,15,0,9,10.5,0,15.5,0.3,0.79,1,0,0
6,17,9,4,0,17,17,21,3,8,44,0,0,1,0,54,0,10,11,13,2,15.714285714285714,6,1,10,15,11,12.002,6,8.9,3.7,-0.92,1,0,0
6,17,4,14,0,7,1,1,18,22,17,0,0,1,0,18,0,1,14,5,13,11.642857142857142,2,4,10,2,7,11.4,8,11.1,1.4,1.79,1,0,0
6,8,1,10,1,1,11,16,4,8,29,1,0,0,0,38,0,9,5,15,3,13.875,0,4,0,7,12,12.16,6,7.6,0.5,-1.7,1,0,0
1,13,9,9,1,9,15,24,5,7,31,0,0,0,0,22,1,0,15,18,3,13.0,4,4,5,15,2,15.9,6,7.6,2.6,-1.7,1,0,0
2,7,5,11,0,15,3,22,18,7,44,0,0,0,0,43,0,0,11,7,11,15.083333333333334,2,6,6,21,12,12.428571428571429,3,15.5,3.7,-4.06,1,0,0
1,13,2,7,1,17,15,22,9,6,12,1,0,1,0,21,0,11,3,10,5,11.94,8,12,13,13,10,11.2,1,11.1,2.8,-1.7,1,0,0
5,4,6,5,0,2,12,7,1,15,36,1,0,1,0,30,0,9,3,0,0,14.5,6,12,6,14,12,11.575,6,13.9,3.7,0.79,1,0,0
4,2,5,11,0,8,3,23,4,2,1,1,0,1,1,31,0,12,17,0,1,11.285714285714286,0,1,2,18,8,15.9,8,10.8,0.3,-1.7,1,0,0
5,1,4,7,1,15,14,1,28,24,36,0,0,1,0,36,0,10,11,31,14,14.625,0,0,2,12,6,11.635714285714286,8,7.6,0.6,-0.92,1,0,0
1,12,3,1,1,7,15,13,29,6,20,1,0,1,0,47,0,0,14,8,7,12.2,0,3,2,21,2,12.858,2,7.6,0.6,2.02,1,0,0
1,15,2,16,1,3,15,1,24,6,9,1,0,1,1,31,1,4,9,2,0,15.125,2,11,8,15,6,12.818181818181818,0,12.4,0.3,-3.12,1,0,0
6,8,5,7,1,8,11,10,27,3,5,0,0,1,0,31,0,6,7,5,3,12.75,0,3,8,1,0,0.0,4,13.9,-0.3,1.79,1,0,0
4,17,6,17,0,3,1,22,3,8,2,0,0,1,0,55,1,4,8,17,13,10.0,1,11,5,6,2,12.38,5,13.9,-0.8,-3.12,1,0,0
1,14,1,2,1,2,14,16,6,20,11,0,1,1,1,57,0,3,11,31,1,12.7,3,2,5,23,12,0.0,2,13.9,2.8,-1.7,1,0,0
5,9,5,7,1,13,11,28,4,32,3,0,0,1,0,23,0,6,11,5,2,14.114285714285714,2,1,12,23,10,13.333333333333334,6,16.2,3.7,-4.06,1,0,0
1,2,9,7,1,1,17,3,30,19,2,1,0,1,0,46,0,2,6,1,5,13.5,2,4,2,17,1,15.142857142857142,0,16.2,2.6,0.79,1,0,0
4,15,1,5,1,17,15,19,18,2,8,1,0,1,0,48,0,1,12,19,5,12.142857142857142,1,2,14,15,2,13.75,3,9.4,0.5,-4.06,1,0,0
1,13,6,8,1,14,1,16,24,18,3,0,0,1,0,18,1,0,11,12,11,11.635714285714286,0,4,4,18,12,13.30625,0,12.7,0.6,2.02,1,0,0
1,13,5,7,0,16,17,21,3,5,44,0,0,1,0,27,0,1,14,20,4,12.18,3,10,8,5,2,12.142857142857142,6,7.6,0.5,3.51,1,0,0
2,4,4,1,0,6,14,3,24,1,43,1,0,1,1,50,0,9,6,5,10,11.8,3,5,1,15,2,12.88,4,8.9,0.3,0.32,1,0,0
1,13,5,15,1,13,12,5,28,30,21,1,1,0,0,57,0,0,14,8,1,12.002,0,9,14,21,9,12.288,1,12.7,1.4,-1.7,1,0,0
6,1,4,6,1,4,14,27,20,30,10,1,0,1,1,22,0,12,5,5,13,15.4,4,6,12,17,5,12.818181818181818,8,11.1,0.5,-3.12,1,0,0
5,4,6,2,1,3,1,28,24,13,29,1,1,1,1,51,0,6,15,9,11,10.5,4,2,0,0,4,15.5,6,16.2,2.8,3.51,1,0,0
4,15,1,12,1,7,1,2,9,1,13,0,0,0,1,23,0,7,17,2,13,11.285714285714286,3,6,11,17,2,12.5,0,7.6,-0.8,1.79,1,0,0
5,4,1,14,1,1,14,22,18,8,43,1,0,0,1,55,0,8,14,10,5,10.2,2,0,5,0,5,10.2,5,9.4,-0.8,-3.12,1,0,0
5,14,3,15,1,3,14,8,27,8,36,0,0,1,0,28,0,13,12,21,7,10.25,4,11,8,15,7,11.428571428571429,3,16.2,2.6,0.32,1,0,0
2,4,9,8,0,16,14,4,4,20,10,0,0,1,0,41,1,11,13,0,6,11.4,2,1,12,17,8,11.4,1,12.4,3.7,-1.7,1,0,0
5,7,1,2,0,8,14,19,14,10,17,1,0,1,0,28,0,11,5,13,2,13.6,2,1,15,20,6,17.6,0,13.9,0.5,1.74,1,0,0
4,14,2,4,1,13,15,27,3,6,43,0,0,1,1,39,0,1,7,18,5,10.25,4,11,1,0,2,14.714285714285714,1,8.9,3.7,-1.7,1,0,0
6,14,6,1,1,3,17,27,1,2,36,0,0,1,0,61,0,4,3,18,12,12.528571428571428,1,3,12,0,2,12.5,0,11.1,-0.8,-3.12,1,0,0
2,7,1,8,1,12,14,4,2,32,7,0,0,1,1,26,0,0,9,11,5,13.0,8,9,2,7,11,13.154285714285717,1,15.5,0.3,2.02,1,0,0
5,7,5,6,0,8,3,3,3,30,10,0,0,0,1,22,0,4,15,9,0,10.333333333333334,0,2,7,17,12,13.0,5,7.6,-0.8,-0.92,1,0,0
6,6,3,12,1,3,1,16,2,10,5,1,0,1,1,24,1,5,13,9,8,13.714285714285714,4,4,5,10,3,14.375,4,7.6,0.3,-1.7,1,0,0
6,1,4,8,1,15,11,19,3,21,20,1,0,1,0,46,1,9,4,18,2,12.95,0,1,6,10,10,0.0,1,8.9,-0.8,0.79,1,0,0
5,12,2,6,1,16,11,2,4,20,7,1,0,1,0,20,0,8,13,21,6,11.625,4,3,5,0,12,12.166666666666666,8,13.9,-0.8,2.02,1,0,0
5,1,6,1,1,14,14,4,6,9,11,0,0,1,1,30,0,5,6,24,1,14.22222222222222,3,1,2,21,1,12.041666666666666,3,11.1,1.4,2.02,1,0,0
1,16,2,13,1,14,1,21,26,18,12,1,0,1,1,19,1,5,13,8,6,11.6,0,10,5,18,5,12.858,4,10.8,-0.3,-0.92,1,0,0
4,4,3,7,0,9,11,28,2,30,4,1,0,1,0,48,0,4,4,2,10,11.25,6,9,17,17,8,12.818181818181818,8,16.2,1.4,3.51,1,0,0
2,6,4,14,1,14,15,23,28,6,6,1,1,0,1,59,0,6,3,0,1,12.288,1,11,14,25,4,14.0,4,10.8,-0.8,-0.92,1,0,0
5,16,6,10,0,3,12,4,2,10,8,1,0,1,1,27,0,11,6,14,4,13.666666666666666,3,3,6,25,9,11.666666666666666,4,15.5,-0.8,-4.06,1,0,0
6,13,9,8,1,9,1,19,10,1,10,0,1,0,0,37,0,1,8,4,6,12.666666666666666,1,6,17,7,8,12.666666666666666,5,9.4,0.6,3.51,1,0,0
1,4,2,9,1,17,14,8,29,8,17,0,0,0,1,42,0,5,6,6,4,10.666666666666666,4,4,12,21,3,12.25,0,16.2,3.7,2.02,1,0,0
