Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Gender,Debtor,Probability
Single,Online,1,Computer Science,Daytime,Bachelor's degree,,Master's degree,PhD,Engineer,Doctor,No,No,Yes,No,20,No,,,,,,,,,,,,,5%,2%,3%,1,0,1
Married,In-person,2,Business Administration,Evening,High School diploma,,Bachelor's degree,Bachelor's degree,Teacher,Accountant,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,6%,3%,2%,1,0,1
Divorced,Hybrid,3,Psychology,Daytime,Associate's degree,,High School diploma,High School diploma,Nurse,Police officer,No,No,Yes,No,22,No,,,,,,,,,,,,,4%,1%,4%,1,0,1
Single,Online,1,Nursing,Evening,Master's degree,,PhD,Master's degree,Lawyer,Engineer,Yes,Yes,No,Yes,28,Yes,,,,,,,,,,,,,3%,2%,5%,1,0,1
Married,In-person,2,Economics,Daytime,Bachelor's degree,,High School diploma,Bachelor's degree,Chef,Architect,No,No,Yes,No,24,No,,,,,,,,,,,,,2%,1%,6%,1,0,1
Divorced,Hybrid,3,Education,Evening,High School diploma,,Associate's degree,High School diploma,Artist,Musician,Yes,Yes,No,Yes,26,Yes,,,,,,,,,,,,,1%,2%,7%,1,0,1
Single,Online,1,Medicine,Daytime,PhD,,Master's degree,PhD,Scientist,Professor,No,No,Yes,No,30,No,,,,,,,,,,,,,7%,3%,8%,1,0,1
Married,In-person,2,Law,Evening,Bachelor's degree,,PhD,Master's degree,Lawyer,Judge,Yes,Yes,No,Yes,27,Yes,,,,,,,,,,,,,6%,2%,9%,1,0,1
Divorced,Hybrid,3,Engineering,Daytime,Associate's degree,,Bachelor's degree,Bachelor's degree,Engineer,Architect,No,No,Yes,No,23,No,,,,,,,,,,,,,5%,1%,10%,1,0,1
Single,Online,1,Sociology,Evening,Master's degree,,High School diploma,Bachelor's degree,Nurse,Doctor,Yes,Yes,No,Yes,29,Yes,,,,,,,,,,,,,8%,4%,11%,1,0,1
Married,In-person,2,History,Daytime,Bachelor's degree,,PhD,Master's degree,Professor,Scientist,No,No,Yes,No,26,No,,,,,,,,,,,,,7%,3%,12%,1,0,1
Divorced,Hybrid,3,Environmental Science,Evening,High School diploma,,Associate's degree,High School diploma,Biologist,Veterinarian,Yes,Yes,No,Yes,25,Yes,,,,,,,,,,,,,9%,5%,13%,1,0,1
Single,Online,1,Mathematics,Daytime,PhD,,Master's degree,PhD,Engineer,Professor,No,No,Yes,No,32,No,,,,,,,,,,,,,10%,6%,14%,1,0,1
Married,In-person,2,Physics,Evening,Bachelor's degree,,High School diploma,Bachelor's degree,Nurse,Doctor,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,1,0,1
Single,Online,1,Computer Science,Daytime,High School Diploma,,Bachelor's Degree,Master's Degree,Teacher,Engineer,No,No,Yes,No,18,No,,,,,,,,,,,,,5%,2%,$20,1,0,1
