region,imd_band,age_band,studied_credits,gender,disability,Probability
North,,,,1,1,1
,5,,,1,1,1
,,30-35,,1,1,1
,,,60,1,1,1
South,,,,1,1,1
,3,,,1,1,1
,,20-25,,1,1,1
,,,90,1,1,1
East,,,,1,1,1
,2,,,1,1,1
,,25-30,,1,1,1
,,,120,1,1,1
West,,,,1,1,1
,4,,,1,1,1
,,35-40,,1,1,1
,,,75,1,1,1
Central,,,,1,1,1
,1,,,1,1,1
,,18-20,,1,1,1
,,,30,1,1,1
North,,,,1,1,1
,5,,,1,1,1
,,40-45,,1,1,1
,,,45,1,1,1
South,,,,1,1,1
,3,,,1,1,1
,,30-35,,1,1,1
,,,105,1,1,1
East,,,,1,1,1
,2,,,1,1,1
,,20-25,,1,1,1
,,,150,1,1,1
West,,,,1,1,1
,4,,,1,1,1
,,25-30,,1,1,1
,,,80,1,1,1
Central,,,,1,1,1
,1,,,1,1,1
,,35-40,,1,1,1
,,,60,1,1,1
North,,,,1,1,1
,5,,,1,1,1
,,18-20,,1,1,1
,,,90,1,1,1
South,,,,1,1,1
,3,,,1,1,1
,,40-45,,1,1,1
,,,120,1,1,1
East,,,,1,1,1
,2,,,1,1,1
,,30-35,,1,1,1
,,,75,1,1,1
West,,,,1,1,1
,4,,,1,1,1
,,20-25,,1,1,1
,,,30,1,1,1
Central,,,,1,1,1
,1,,,1,1,1
,,25-30,,1,1,1
,,,45,1,1,1
North,,,,1,1,1
,5,,,1,1,1
,,35-40,,1,1,1
,,,105,1,1,1
South,,,,1,1,1
,3,,,1,1,1
,,18-20,,1,1,1
,,,150,1,1,1
East,,,,1,1,1
,2,,,1,1,1
,,40-45,,1,1,1
,,,80,1,1,1
West,,,,1,1,1
,4,,,1,1,1
,,30-35,,1,1,1
,,,60,1,1,1
Central,,,,1,1,1
,1,,,1,1,1
,,20-25,,1,1,1
,,,90,1,1,1
North,,,,1,1,1
,5,,,1,1,1
,,25-30,,1,1,1
,,,120,1,1,1
South,,,,1,1,1
,3,,,1,1,1
,,35-40,,1,1,1
,,,75,1,1,1
East,,,,1,1,1
,2,,,1,1,1
,,18-20,,1,1,1
,,,30,1,1,1
West,,,,1,1,1
,4,,,1,1,1
,,40-45,,1,1,1
,,,45,1,1,1
Central,,,,1,1,1
,1,,,1,1,1
,,30-35,,1,1,1
,,,105,1,1,1
North,,,,1,1,1
,5,,,1,1,1
,,20-25,,1,1,1
,,,150,1,1,1
South,,,,1,1,1
,3,,,1,1,1
,,25-30,,1,1,1
,,,80,1,1,1
East,,,,1,1,1
,2,,,1,1,1
,,35-40,,1,1,1
,,,60,1,1,1
West,,,,1,1,1
,4,,,1,1,1
,,18-20,,1,1,1
,,,90,1,1,1
Central,,,,1,1,1
,1,,,1,1,1
,,40-45,,1,1,1
,,,120,1,1,1
South,,,,1,1,1
,5,,,1,1,1
,,30-35,,1,1,1
,,,60,1,1,1
North,,,,1,1,1
,2,,,1,1,1
,,20-25,,1,1,1
,,,90,1,1,1
East,,,,1,1,1
,4,,,1,1,1
,,25-30,,1,1,1
,,,120,1,1,1
West,,,,1,1,1
,3,,,1,1,1
,,35-40,,1,1,1
,,,75,1,1,1
Midlands,,,,1,1,1
