region,imd_band,age_band,studied_credits,gender,disability,Probability
South,,,,0,1,0
,5-10%,,,0,1,0
,,30-35,,0,1,0
,,,60,0,1,0
North,,,,0,1,0
,10-20%,,,0,1,0
,,20-25,,0,1,0
,,,90,0,1,0
East,,,,0,1,0
,20-30%,,,0,1,0
,,25-30,,0,1,0
,,,120,0,1,0
West,,,,0,1,0
,30-40%,,,0,1,0
,,35-40,,0,1,0
,,,150,0,1,0
Midlands,,,,0,1,0
,40-50%,,,0,1,0
,,40-45,,0,1,0
,,,180,0,1,0
South,,,,0,1,0
,50-60%,,,0,1,0
,,45-50,,0,1,0
,,,210,0,1,0
North,,,,0,1,0
,60-70%,,,0,1,0
,,50-55,,0,1,0
,,,240,0,1,0
East,,,,0,1,0
,70-80%,,,0,1,0
,,55-60,,0,1,0
,,,270,0,1,0
West,,,,0,1,0
,80-90%,,,0,1,0
,,60-65,,0,1,0
,,,300,0,1,0
Midlands,,,,0,1,0
,90-100%,,,0,1,0
,,65-70,,0,1,0
,,,330,0,1,0
South,,,,0,1,0
,5-10%,,,0,1,0
,,30-35,,0,1,0
,,,60,0,1,0
North,,,,0,1,0
,10-20%,,,0,1,0
,,20-25,,0,1,0
,,,90,0,1,0
East,,,,0,1,0
,20-30%,,,0,1,0
,,25-30,,0,1,0
,,,120,0,1,0
West,,,,0,1,0
,30-40%,,,0,1,0
,,35-40,,0,1,0
,,,150,0,1,0
Midlands,,,,0,1,0
,40-50%,,,0,1,0
,,40-45,,0,1,0
,,,180,0,1,0
South,,,,0,1,0
,50-60%,,,0,1,0
,,45-50,,0,1,0
,,,210,0,1,0
North,,,,0,1,0
,60-70%,,,0,1,0
,,50-55,,0,1,0
,,,240,0,1,0
East,,,,0,1,0
,70-80%,,,0,1,0
,,55-60,,0,1,0
,,,270,0,1,0
West,,,,0,1,0
,80-90%,,,0,1,0
,,60-65,,0,1,0
,,,300,0,1,0
Midlands,,,,0,1,0
,90-100%,,,0,1,0
,,65-70,,0,1,0
,,,330,0,1,0
South,,,,0,1,0
,5-10%,,,0,1,0
,,30-35,,0,1,0
,,,60,0,1,0
North,,,,0,1,0
,10-20%,,,0,1,0
,,20-25,,0,1,0
,,,90,0,1,0
East,,,,0,1,0
,20-30%,,,0,1,0
,,25-30,,0,1,0
,,,120,0,1,0
West,,,,0,1,0
,30-40%,,,0,1,0
,,35-40,,0,1,0
