region,imd_band,age_band,studied_credits,gender,disability,Probability
North,,,,1,0,1
,5,,,1,0,1
,,30-35,,1,0,1
,,,60,1,0,1
South,,,,1,0,1
,3,,,1,0,1
,,20-25,,1,0,1
,,,90,1,0,1
East,,,,1,0,1
,2,,,1,0,1
,,25-30,,1,0,1
,,,120,1,0,1
West,,,,1,0,1
,4,,,1,0,1
,,35-40,,1,0,1
,,,75,1,0,1
Midlands,,,,1,0,1
,1,,,1,0,1
,,18-20,,1,0,1
,,,30,1,0,1
North,,,,1,0,1
,6,,,1,0,1
,,40-45,,1,0,1
,,,100,1,0,1
South,,,,1,0,1
,4,,,1,0,1
,,30-35,,1,0,1
,,,80,1,0,1
East,,,,1,0,1
,3,,,1,0,1
,,20-25,,1,0,1
,,,70,1,0,1
West,,,,1,0,1
,5,,,1,0,1
,,35-40,,1,0,1
,,,110,1,0,1
Midlands,,,,1,0,1
,2,,,1,0,1
,,25-30,,1,0,1
,,,50,1,0,1
North,,,,1,0,1
,1,,,1,0,1
,,18-20,,1,0,1
,,,40,1,0,1
South,,,,1,0,1
,6,,,1,0,1
,,40-45,,1,0,1
,,,95,1,0,1
East,,,,1,0,1
,4,,,1,0,1
,,30-35,,1,0,1
,,,85,1,0,1
West,,,,1,0,1
,3,,,1,0,1
,,20-25,,1,0,1
,,,65,1,0,1
Midlands,,,,1,0,1
,5,,,1,0,1
,,35-40,,1,0,1
,,,105,1,0,1
North,,,,1,0,1
,2,,,1,0,1
,,25-30,,1,0,1
,,,55,1,0,1
South,,,,1,0,1
,1,,,1,0,1
,,18-20,,1,0,1
,,,45,1,0,1
East,,,,1,0,1
,6,,,1,0,1
,,40-45,,1,0,1
,,,115,1,0,1
West,,,,1,0,1
,4,,,1,0,1
,,30-35,,1,0,1
,,,75,1,0,1
Midlands,,,,1,0,1
,3,,,1,0,1
,,20-25,,1,0,1
,,,95,1,0,1
North,,,,1,0,1
,5,,,1,0,1
,,35-40,,1,0,1
,,,125,1,0,1
South,,,,1,0,1
,2,,,1,0,1
,,25-30,,1,0,1
,,,60,1,0,1
East,,,,1,0,1
,1,,,1,0,1
,,18-20,,1,0,1
,,,50,1,0,1
West,,,,1,0,1
,6,,,1,0,1
,,40-45,,1,0,1
,,,100,1,0,1
Midlands,,,,1,0,1
,4,,,1,0,1
,,30-35,,1,0,1
,,,80,1,0,1
North,,,,1,0,1
,3,,,1,0,1
,,20-25,,1,0,1
,,,70,1,0,1
South,,,,1,0,1
,5,,,1,0,1
,,35-40,,1,0,1
,,,110,1,0,1
North,,,,1,0,1
,5,,,1,0,1
,,30-39,,1,0,1
,,,60,1,0,1
South,,,,1,0,1
,2,,,1,0,1
,,20-29,,1,0,1
,,,90,1,0,1
East,,,,1,0,1
,4,,,1,0,1
,,40-49,,1,0,1
,,,120,1,0,1
West,,,,1,0,1
,3,,,1,0,1
,,50-59,,1,0,1
,,,30,1,0,1
Midlands,,,,1,0,1
,1,,,1,0,1
,,18-19,,1,0,1
,,,75,1,0,1
North,,,,1,0,1
,6,,,1,0,1
,,60-69,,1,0,1
,,,45,1,0,1
South,,,,1,0,1
,3,,,1,0,1
,,30-39,,1,0,1
,,,105,1,0,1
East,,,,1,0,1
,5,,,1,0,1
,,40-49,,1,0,1
,,,150,1,0,1
