region,imd_band,age_band,studied_credits,gender,disability,Probability
South,,,,0,0,0
,5-10%,,,0,0,0
,,20-35,,0,0,0
,,,60,0,0,0
North,,,,0,0,0
,10-20%,,,0,0,0
,,35-50,,0,0,0
,,,90,0,0,0
East,,,,0,0,0
,20-30%,,,0,0,0
,,50-65,,0,0,0
,,,120,0,0,0
West,,,,0,0,0
,30-40%,,,0,0,0
,,65+,,0,0,0
,,,150,0,0,0
Midlands,,,,0,0,0
,40-50%,,,0,0,0
,,20-35,,0,0,0
,,,60,0,0,0
South,,,,0,0,0
,50-60%,,,0,0,0
,,35-50,,0,0,0
,,,90,0,0,0
North,,,,0,0,0
,60-70%,,,0,0,0
,,50-65,,0,0,0
,,,120,0,0,0
East,,,,0,0,0
,70-80%,,,0,0,0
,,65+,,0,0,0
,,,150,0,0,0
West,,,,0,0,0
,80-90%,,,0,0,0
,,20-35,,0,0,0
,,,60,0,0,0
Midlands,,,,0,0,0
,90-100%,,,0,0,0
,,35-50,,0,0,0
,,,90,0,0,0
South,,,,0,0,0
,5-10%,,,0,0,0
,,50-65,,0,0,0
,,,120,0,0,0
North,,,,0,0,0
,10-20%,,,0,0,0
,,65+,,0,0,0
,,,150,0,0,0
East,,,,0,0,0
,20-30%,,,0,0,0
,,20-35,,0,0,0
,,,60,0,0,0
West,,,,0,0,0
,30-40%,,,0,0,0
,,35-50,,0,0,0
,,,90,0,0,0
Midlands,,,,0,0,0
,40-50%,,,0,0,0
,,50-65,,0,0,0
,,,120,0,0,0
South,,,,0,0,0
,50-60%,,,0,0,0
,,65+,,0,0,0
,,,150,0,0,0
North,,,,0,0,0
,60-70%,,,0,0,0
,,20-35,,0,0,0
,,,60,0,0,0
East,,,,0,0,0
,70-80%,,,0,0,0
,,35-50,,0,0,0
,,,90,0,0,0
West,,,,0,0,0
,80-90%,,,0,0,0
,,50-65,,0,0,0
,,,120,0,0,0
Midlands,,,,0,0,0
,90-100%,,,0,0,0
,,65+,,0,0,0
,,,150,0,0,0
South,,,,0,0,0
,5-10%,,,0,0,0
,,20-35,,0,0,0
,,,60,0,0,0
North,,,,0,0,0
,10-20%,,,0,0,0
,,35-50,,0,0,0
