age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,absences,G1,G2,sex,health,Probability
18,3,3,3,2,2,no,no,no,yes,yes,yes,yes,yes,2,4,4,5,5,14,11,13,0,1,1
16,4,2,1,2,1,no,yes,no,yes,yes,yes,no,no,4,1,2,1,1,16,11,15,0,1,1
15,2,3,2,1,2,yes,no,yes,no,no,yes,no,no,1,4,2,5,1,16,13,14,0,1,1
16,1,4,3,3,1,no,yes,no,yes,yes,yes,no,yes,4,4,3,5,3,23,9,14,0,1,1
18,2,3,2,3,2,no,yes,no,yes,yes,no,no,no,4,1,4,3,2,8,16,16,0,1,1
15,3,1,2,2,2,no,yes,no,yes,no,no,yes,no,4,3,5,2,5,23,16,10,0,1,1
17,1,2,1,4,2,yes,no,no,no,yes,yes,yes,yes,3,5,4,1,4,10,18,12,0,1,1
15,4,3,1,4,0,yes,no,no,yes,no,yes,yes,yes,4,5,2,1,1,16,15,11,0,1,1
21,4,3,2,2,0,no,no,no,yes,yes,yes,yes,no,4,5,1,2,1,1,11,17,0,1,1
16,1,3,4,2,2,no,yes,yes,no,yes,yes,yes,yes,4,1,2,5,3,14,16,14,0,1,1
17,2,3,1,3,2,no,no,no,yes,yes,no,no,no,4,2,4,1,1,4,15,13,0,1,1
19,1,4,4,3,1,no,yes,no,no,no,yes,no,no,1,4,1,1,4,7,9,17,0,1,1
15,1,3,1,2,1,yes,yes,yes,yes,yes,no,no,no,4,3,1,3,4,10,13,15,0,1,1
17,4,3,1,2,2,no,no,no,yes,yes,no,yes,no,1,2,1,2,1,14,12,18,0,1,1
15,2,4,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,1,1,4,16,12,11,0,1,1
16,2,4,2,4,0,no,no,no,no,yes,yes,yes,no,4,4,1,2,3,4,18,14,0,1,1
15,1,1,1,2,2,no,no,no,yes,yes,no,yes,yes,5,2,3,2,1,7,16,16,0,1,1
15,1,1,1,4,0,yes,yes,no,no,no,no,no,no,3,5,3,1,3,20,10,14,0,1,1
17,2,1,3,3,2,no,no,yes,yes,yes,no,no,no,1,4,2,5,3,0,11,12,0,1,1
21,2,3,3,3,2,yes,no,no,yes,yes,yes,no,no,3,2,3,1,2,8,17,13,0,1,1
16,3,4,1,3,0,no,no,no,no,yes,yes,yes,yes,3,4,3,2,4,5,12,15,0,1,1
15,1,4,1,3,1,yes,no,no,no,yes,yes,no,yes,5,3,1,2,1,1,15,11,0,1,1
15,1,4,4,3,1,no,no,yes,yes,no,yes,no,no,4,4,5,5,4,23,12,15,0,1,1
17,4,1,2,2,0,yes,no,no,yes,no,yes,no,no,2,1,2,1,2,16,10,15,0,1,1
15,2,4,1,2,2,no,yes,no,yes,yes,no,yes,no,5,2,5,5,4,7,12,16,0,1,1
19,2,3,3,3,2,yes,yes,no,yes,yes,no,no,no,1,3,2,2,5,10,18,15,0,1,1
18,4,3,1,2,0,no,no,no,yes,yes,no,yes,no,2,5,1,2,1,4,9,15,0,1,1
15,2,4,2,4,0,no,yes,no,yes,no,yes,no,yes,5,2,1,3,2,7,16,12,0,1,1
16,1,3,2,3,0,no,no,no,no,no,no,yes,yes,4,2,2,1,2,5,11,18,0,1,1
18,1,3,1,3,0,no,yes,no,yes,yes,no,no,no,4,5,2,2,3,2,18,16,0,1,1
16,2,3,1,4,1,yes,yes,yes,no,yes,yes,yes,yes,4,5,2,5,4,14,11,12,0,1,1
21,4,3,2,2,1,no,no,no,no,yes,yes,no,yes,2,2,4,2,5,1,12,14,0,1,1
15,2,4,3,3,1,no,yes,no,no,no,yes,yes,no,5,4,4,1,3,20,15,12,0,1,1
16,4,3,3,2,0,yes,no,yes,yes,no,no,yes,no,3,3,4,2,1,2,16,16,0,1,1
16,1,2,3,2,2,no,no,yes,yes,no,no,yes,no,3,1,4,2,4,14,12,12,0,1,1
17,4,3,2,2,2,no,yes,yes,yes,yes,yes,no,no,2,3,1,2,1,2,15,14,0,1,1
17,2,1,1,1,2,yes,yes,yes,yes,yes,no,yes,no,5,1,3,1,4,4,13,16,0,1,1
16,4,4,2,1,1,yes,no,no,no,no,yes,no,yes,1,3,2,1,2,4,10,10,0,1,1
17,4,4,2,2,1,no,no,yes,yes,yes,yes,yes,no,2,3,3,5,1,16,11,14,0,1,1
18,2,2,2,4,0,yes,yes,no,yes,no,no,yes,no,1,1,1,2,2,0,12,16,0,1,1
18,3,2,3,1,0,no,no,no,yes,no,yes,yes,yes,4,1,2,5,4,7,9,18,0,1,1
18,2,3,1,3,0,yes,yes,yes,no,no,yes,yes,yes,1,5,3,3,3,23,14,15,0,1,1
16,4,3,1,3,0,yes,yes,yes,no,yes,yes,no,no,1,4,5,1,4,6,14,10,0,1,1
19,2,2,1,3,0,yes,yes,yes,yes,no,yes,yes,yes,1,4,4,2,1,8,10,15,0,1,1
16,4,1,1,3,0,yes,no,no,no,yes,yes,yes,no,4,2,3,1,1,5,17,12,0,1,1
15,3,1,2,1,2,yes,yes,no,yes,yes,yes,no,yes,2,1,1,2,4,0,16,16,0,1,1
21,1,3,4,2,1,no,yes,no,no,yes,yes,no,no,4,5,1,2,1,4,16,15,0,1,1
16,3,4,4,2,0,no,no,no,yes,yes,no,yes,yes,1,5,5,3,1,5,9,10,0,1,1
15,4,2,1,2,0,no,no,yes,yes,no,yes,no,yes,4,5,4,5,1,7,18,17,0,1,1
17,4,1,3,2,2,yes,yes,no,no,yes,yes,yes,no,3,2,3,2,3,20,15,10,0,1,1
15,1,4,4,3,0,yes,no,yes,no,no,no,no,yes,2,1,3,2,4,6,10,12,0,1,1
17,2,4,1,4,0,no,no,yes,yes,yes,yes,no,yes,3,5,3,2,4,4,17,13,0,1,1
21,4,3,4,4,1,no,no,yes,yes,yes,no,yes,no,5,4,3,2,3,7,12,11,0,1,1
19,1,4,1,1,1,no,yes,yes,yes,yes,no,yes,no,4,5,2,2,3,6,12,14,0,1,1
18,2,1,1,2,0,no,no,no,yes,no,yes,no,no,1,2,3,2,4,0,11,15,0,1,1
19,4,2,4,3,2,yes,yes,no,no,yes,no,yes,yes,4,4,1,2,5,7,12,14,0,1,1
