sex,age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,Probability
1,15,2,2,3,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,1,8,13,14,1
1,17,4,4,2,1,0,no,no,no,no,yes,yes,yes,no,4,1,1,2,2,1,0,12,13,1
1,15,3,4,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,1,0,13,13,1
1,16,2,1,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,1,6,18,18,1
1,15,4,4,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,1,2,15,15,1
1,17,1,1,1,2,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,1,0,12,12,1
1,16,4,4,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,1,0,16,16,1
1,16,4,3,2,1,0,yes,yes,no,yes,no,yes,yes,no,3,3,3,1,1,1,2,11,15,1
1,17,3,3,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,1,6,11,13,1
1,17,2,1,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,1,0,8,12,1
1,17,4,4,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,1,4,13,13,1
1,15,4,2,1,2,0,no,yes,yes,no,yes,yes,no,no,4,3,3,2,2,1,2,15,15,1
1,16,3,3,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,4,13,14,1
1,17,4,4,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,1,0,15,14,1
1,17,4,3,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,1,14,12,12,1
1,18,2,1,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,1,2,16,16,1
1,15,1,2,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,1,0,14,13,1
1,15,2,2,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,1,6,11,13,1
1,17,4,4,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,1,2,12,15,1
1,18,4,2,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,1,2,15,16,1
1,18,2,1,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,1,8,15,14,1
1,18,4,2,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,1,4,10,12,1
1,17,3,1,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,1,0,11,11,1
1,20,3,2,1,1,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,1,0,14,15,1
1,15,4,4,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,1,4,13,14,1
1,17,2,1,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,1,0,12,12,1
1,16,4,4,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,1,8,18,18,1
1,16,2,1,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,1,6,12,13,1
1,16,4,4,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,1,4,12,11,1
1,15,4,4,1,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,1,0,9,11,1
1,15,2,2,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,1,2,11,12,1
1,16,4,3,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,2,1,6,12,12,1
1,16,3,3,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,1,4,10,12,1
1,18,1,1,2,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,1,2,13,12,1
1,17,2,2,1,2,0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,1,0,16,16,1
1,15,3,4,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,1,1,1,1,0,12,12,1
1,18,3,2,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,1,10,11,13,1
1,18,4,4,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,1,3,17,17,1
1,16,4,4,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,1,0,11,12,1
1,16,3,3,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2,16,18,1
1,17,1,3,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,1,2,12,11,1
1,16,4,3,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,1,8,14,12,1
1,16,0,2,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,1,0,13,15,1
1,16,3,4,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,1,2,12,12,1
1,15,4,3,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,1,2,15,16,1
1,16,3,1,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,1,0,13,13,1
1,15,4,4,1,2,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,1,4,14,15,1
1,15,2,2,3,1,0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,1,1,13,12,1
1,15,4,4,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,3,1,2,14,14,1
1,18,2,2,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,1,0,11,11,1
1,15,4,4,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,1,6,18,19,1
1,16,4,4,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,1,2,15,15,1
1,15,2,2,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,1,2,13,12,1
1,18,3,2,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,1,8,14,13,1
1,15,4,4,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,3,1,0,12,13,1
1,15,4,4,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,1,0,12,15,1
1,18,3,4,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,1,6,16,16,1
1,15,4,4,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,1,0,14,15,1
1,17,3,2,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,1,10,16,18,1
1,15,2,2,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,1,4,15,15,1
1,16,4,2,1,2,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,1,0,12,13,1
1,17,3,3,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,1,0,14,15,1
1,17,4,4,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,1,2,10,11,1
1,18,1,0,3,1,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,1,0,12,12,1
1,16,3,3,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,1,6,14,14,1
1,18,2,2,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,1,0,12,13,1
