sex,age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,Probability
0,17,4,4,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,1,4,14,14,1
0,15,2,1,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,1,4,10,12,1
0,17,1,1,2,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,1,4,15,14,1
0,15,4,4,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,1,4,13,14,1
0,18,2,2,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,1,1,1,1,5,14,14,1
0,18,3,3,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,1,8,10,11,1
0,16,4,2,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,1,2,16,15,1
0,16,4,2,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,1,1,2,15,16,1
0,16,3,3,1,1,0,no,no,no,yes,yes,no,yes,yes,4,5,4,1,1,1,0,14,13,1
0,17,2,4,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,1,8,14,15,1
0,17,4,2,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,1,2,14,15,1
0,16,2,2,2,4,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,1,6,13,13,1
0,18,2,1,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,1,12,12,12,1
0,17,4,2,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,1,0,17,18,1
0,16,4,4,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,1,2,15,15,1
0,15,4,2,1,3,0,no,yes,no,yes,yes,yes,yes,yes,3,2,2,1,1,1,0,14,14,1
0,18,1,2,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,2,1,0,12,13,1
0,16,4,3,1,3,0,yes,yes,no,yes,yes,yes,yes,no,3,4,4,2,4,1,0,14,13,1
0,17,3,2,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,1,0,17,17,1
0,18,1,1,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,1,4,10,11,1
0,17,4,1,1,1,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,1,1,13,14,1
0,19,3,1,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,1,12,14,13,1
0,15,3,3,2,1,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,1,0,14,16,1
0,18,4,4,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,1,8,10,11,1
0,15,4,4,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,1,0,16,16,1
0,18,4,4,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,1,0,12,11,1
0,18,1,1,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,12,13,1
0,17,4,3,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,1,14,15,14,1
0,16,2,2,1,1,0,no,yes,no,no,no,yes,yes,no,1,2,2,1,3,1,6,10,11,1
0,17,4,2,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,1,2,11,12,1
0,18,1,1,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,1,0,19,17,1
0,16,4,4,1,2,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,1,0,17,16,1
0,17,4,4,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,1,0,13,12,1
0,18,4,3,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,1,2,14,15,1
