sex,age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,Probability
0,19,2,3,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,1,4,10,11,0
0,16,1,2,1,1,0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,1,4,12,11,0
0,16,3,1,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,1,5,7,7,0
0,18,2,2,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,1,0,10,9,0
0,15,1,1,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,1,0,8,0,0
0,19,2,3,2,1,1,no,no,no,no,yes,no,yes,no,2,2,3,3,4,1,16,10,11,0
0,15,4,4,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,1,0,11,0,0
0,17,1,1,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,1,4,11,10,0
0,17,2,1,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,1,2,6,6,0
0,16,2,2,2,2,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,1,14,10,10,0
0,18,3,2,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,1,75,10,9,0
0,17,2,2,1,1,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,1,4,9,9,0
0,17,4,3,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,1,6,7,7,0
0,17,3,4,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,1,0,11,11,0
0,17,2,2,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,2,1,0,11,10,0
0,16,3,1,1,4,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,2,1,0,10,9,0
0,15,1,1,2,1,0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,1,0,9,10,0
0,16,1,2,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,1,0,10,8,0
0,18,4,4,3,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,1,4,7,9,0
0,16,1,3,2,1,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,1,11,10,11,0
0,16,3,3,3,2,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,4,8,10,0
0,18,3,1,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,1,16,9,8,0
0,17,4,1,1,1,0,no,yes,no,no,yes,yes,no,yes,3,2,2,1,1,1,0,8,10,0
0,15,1,1,1,2,0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,1,2,13,11,0
0,16,2,2,2,2,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,1,14,10,11,0
0,17,3,1,2,2,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,1,2,7,9,0
0,16,2,1,1,2,0,no,yes,yes,no,yes,yes,no,yes,4,3,5,1,1,1,2,8,9,0
0,18,3,3,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,1,0,10,9,0
0,18,3,2,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,1,15,12,9,0
0,16,2,2,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,1,12,13,11,0
0,19,2,2,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,1,0,10,10,0
0,18,2,2,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,1,2,10,10,0
0,19,1,1,3,2,2,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,1,2,8,8,0
0,18,2,2,1,2,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,1,16,9,8,0
0,16,4,3,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,3,4,4,2,4,1,2,10,9,0
0,17,2,2,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,1,5,9,9,0
0,17,1,1,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,1,10,11,10,0
0,15,3,2,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,1,4,12,11,0
0,16,2,2,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,1,6,10,10,0
0,17,1,1,1,1,1,no,yes,no,no,no,no,yes,no,5,4,4,2,2,1,0,6,6,0
0,18,4,4,3,2,0,no,yes,no,no,no,yes,yes,yes,3,2,2,4,2,1,0,7,5,0
0,15,4,3,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,1,8,8,8,0
