age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,absences,G1,G2,sex,health,Probability
16,4,4,2,1,0,yes,yes,yes,yes,no,yes,yes,no,4,3,2,2,1,3,17,19,1,0,1
17,2,1,1,3,0,yes,no,no,yes,yes,yes,yes,no,5,5,5,3,1,0,10,12,1,0,1
17,1,4,1,4,1,no,no,no,yes,no,yes,no,no,5,1,4,4,1,4,15,18,1,0,1
15,4,4,2,2,1,no,no,no,yes,yes,no,yes,yes,5,5,2,2,3,9,11,18,1,0,1
17,3,3,2,2,1,no,yes,no,yes,yes,yes,yes,no,5,3,5,1,4,4,9,11,1,0,1
17,1,2,1,1,0,no,no,no,no,no,no,yes,no,4,4,2,5,3,4,15,12,1,0,1
17,3,2,2,1,1,no,no,no,yes,yes,yes,yes,no,4,4,3,3,4,6,14,11,1,0,1
17,3,1,1,3,1,no,no,no,yes,yes,yes,no,yes,5,2,2,2,4,16,12,15,1,0,1
17,3,1,1,1,0,yes,yes,yes,yes,yes,yes,yes,yes,5,3,2,4,3,2,14,17,1,0,1
15,2,4,4,3,1,no,yes,yes,no,no,yes,yes,yes,4,2,4,1,4,4,9,14,1,0,1
15,2,2,3,3,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,1,5,3,20,15,12,1,0,1
16,4,2,1,3,0,yes,yes,yes,no,no,yes,yes,no,4,2,2,4,1,9,15,14,1,0,1
18,2,4,2,3,0,yes,yes,yes,yes,yes,no,yes,yes,4,5,1,5,2,15,12,14,1,0,1
18,4,3,2,1,0,no,yes,no,yes,no,yes,no,no,4,4,4,4,2,16,15,19,1,0,1
19,2,0,1,4,0,yes,yes,no,no,no,yes,yes,yes,4,3,3,3,4,9,18,13,1,0,1
17,1,3,1,3,0,no,yes,yes,no,yes,yes,yes,no,2,3,3,1,3,5,13,13,1,0,1
16,2,1,3,1,0,no,no,no,no,yes,no,no,yes,4,4,2,3,5,5,11,14,1,0,1
15,4,2,3,3,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,4,5,16,10,11,1,0,1
16,3,4,3,1,0,no,yes,no,no,yes,yes,yes,no,3,2,2,2,3,4,13,11,1,0,1
17,4,2,1,1,0,yes,yes,yes,yes,yes,yes,no,yes,1,2,4,2,1,0,9,16,1,0,1
15,1,4,4,4,1,no,no,no,yes,yes,yes,yes,no,4,4,1,1,4,3,13,19,1,0,1
18,1,1,4,3,0,no,no,no,yes,no,no,yes,no,4,2,4,3,3,10,17,18,1,0,1
16,1,1,1,1,0,no,yes,no,yes,no,no,yes,no,1,1,1,4,2,16,9,14,1,0,1
15,2,1,1,1,1,no,yes,yes,yes,yes,no,no,yes,5,5,2,5,5,0,10,13,1,0,1
18,2,4,1,2,0,yes,yes,no,no,yes,yes,yes,no,4,5,4,5,2,10,14,19,1,0,1
16,2,2,1,2,0,no,yes,yes,yes,no,no,no,no,4,1,5,4,1,2,18,18,1,0,1
16,1,4,3,2,1,yes,no,no,yes,yes,yes,yes,yes,1,3,5,2,5,10,18,13,1,0,1
18,2,1,2,2,0,yes,no,yes,no,yes,yes,no,yes,5,4,1,5,2,2,8,12,1,0,1
15,3,0,4,1,0,no,yes,yes,yes,yes,yes,yes,no,5,5,3,5,4,11,10,15,1,0,1
17,3,4,3,4,0,no,no,no,no,yes,yes,yes,yes,2,5,4,5,3,2,10,11,1,0,1
19,3,3,3,2,0,no,yes,yes,no,yes,yes,yes,no,5,5,3,2,2,4,11,14,1,0,1
17,3,4,4,3,0,yes,no,yes,no,no,yes,yes,yes,4,4,4,3,2,5,8,13,1,0,1
