sex,age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,Probability
0,17,2,2,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,0,3,11,11,0
0,17,1,1,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,0,2,11,10,0
0,17,1,1,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,1,0,4,5,5,0
0,16,2,1,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,3,4,1,1,0,8,8,9,0
0,15,3,2,1,2,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,0,2,11,11,0
0,17,3,1,1,2,0,no,yes,no,yes,no,yes,yes,no,4,5,4,2,3,0,10,8,9,0
0,19,1,1,2,2,1,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,1,0,12,7,8,0
0,16,4,4,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,0,4,8,8,0
0,17,3,2,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,0,4,9,10,0
0,17,3,1,2,3,0,no,yes,yes,no,yes,no,no,no,4,2,3,2,2,0,5,8,7,0
0,16,4,4,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,0,0,11,10,0
0,16,2,2,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,0,6,13,11,0
0,19,4,4,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,0,0,10,9,0
0,19,1,1,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,0,18,12,10,0
0,17,1,1,1,3,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,0,0,11,11,0
0,18,2,1,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,0,0,7,0,0
0,15,1,1,2,1,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,0,4,6,7,0
0,17,4,4,2,2,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,0,6,6,5,0
0,18,2,3,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,0,4,11,10,0
0,16,3,2,2,2,2,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,0,8,5,5,0
0,16,2,2,3,2,0,no,yes,no,no,yes,no,yes,no,3,4,5,1,2,0,1,9,10,0
0,17,1,1,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,0,0,7,6,0
0,17,4,3,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,0,22,6,6,0
0,16,1,2,1,2,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,0,0,8,9,0
0,18,1,1,3,2,1,no,no,no,no,yes,no,no,no,4,4,2,1,2,0,2,9,10,0
0,18,2,1,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,0,12,8,9,0
0,15,2,2,1,4,0,yes,yes,no,no,yes,yes,yes,no,5,1,2,1,1,0,4,10,10,0
0,18,3,3,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,0,0,11,11,0
0,19,3,2,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,0,4,7,7,0
0,16,2,2,2,2,1,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,0,25,7,10,0
0,16,4,4,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,0,0,9,9,0
0,16,3,2,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,0,2,7,6,0
0,18,2,1,2,3,0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,1,0,10,12,10,0
0,16,1,2,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,0,4,8,10,0
0,17,1,2,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,0,14,6,5,0
0,16,4,1,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,0,8,9,10,0
0,15,2,1,2,1,0,no,no,no,no,yes,no,no,no,1,3,4,1,1,0,0,6,8,0
0,15,1,1,1,1,1,no,yes,no,no,yes,yes,no,yes,4,1,3,1,1,0,6,10,10,0
0,18,2,2,2,1,1,no,no,no,no,yes,no,yes,yes,5,5,5,1,1,0,0,8,6,0
0,19,2,3,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,0,40,13,11,0
0,18,2,4,1,2,1,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,0,8,8,5,0
0,17,3,2,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,0,0,7,8,0
0,17,2,2,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,0,8,13,11,0
0,19,1,1,2,1,1,no,no,no,no,yes,no,no,no,5,5,5,2,3,0,0,5,0,0
0,17,2,2,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,0,18,7,6,0
0,19,1,2,1,2,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,0,0,9,9,0
0,15,4,3,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,0,0,10,10,0
0,17,4,4,1,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,0,6,12,11,0
0,16,3,4,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,0,14,12,11,0
0,15,1,1,3,1,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,0,2,8,9,0
0,17,1,2,1,1,0,no,no,no,no,yes,yes,yes,no,5,5,1,1,1,0,0,7,10,0
0,18,4,4,2,2,0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,0,6,5,6,0
0,16,3,1,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,0,0,8,6,0
0,18,4,4,2,2,0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,0,4,0,11,0
0,15,2,2,1,4,0,yes,yes,yes,no,yes,yes,yes,no,5,1,2,1,1,0,8,7,8,0
0,16,1,1,2,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,0,8,12,11,0
0,16,1,1,2,2,3,yes,yes,no,no,yes,yes,no,no,3,4,3,1,1,0,0,7,7,0
0,18,2,2,2,2,0,no,yes,no,no,no,yes,yes,yes,1,3,1,1,1,0,4,8,8,0
0,16,3,3,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,0,12,11,12,0
0,16,2,2,1,1,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,0,1,9,10,0
0,17,2,1,3,1,0,no,yes,no,yes,yes,no,no,yes,5,5,3,1,1,0,2,9,10,0
0,17,1,2,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,0,4,7,8,0
0,18,2,1,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,0,0,6,0,0
0,18,1,1,2,1,1,no,no,no,no,no,no,yes,yes,3,2,3,1,1,0,4,9,11,0
0,19,2,1,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,0,4,11,12,0
0,17,2,2,1,1,1,no,yes,no,no,no,no,yes,no,3,1,2,1,1,0,8,11,9,0
0,18,4,3,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,3,4,0,8,10,11,0
0,20,3,3,2,2,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,0,8,11,9,0
0,18,2,2,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,0,0,8,8,0
0,16,2,3,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,0,0,8,10,0
0,16,2,2,2,4,0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,0,4,10,9,0
0,18,3,2,2,3,2,no,yes,no,no,no,no,no,yes,3,3,2,1,1,0,6,7,9,0
0,17,2,4,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,0,2,10,10,0
0,15,3,4,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,0,0,10,11,0
0,16,3,1,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,0,4,7,6,0
0,17,2,2,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,0,12,11,9,0
0,16,1,1,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,0,4,10,11,0
0,17,1,1,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,0,4,9,9,0
0,19,3,2,1,2,1,yes,yes,no,no,yes,no,yes,no,3,3,3,4,3,0,0,9,8,0
0,18,3,3,2,1,1,no,no,no,no,yes,no,yes,no,4,1,1,1,1,0,14,8,7,0
0,17,3,1,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,0,17,10,10,0
0,16,3,3,1,3,1,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,0,0,7,10,0
0,18,1,1,2,2,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,0,8,9,8,0
0,16,3,4,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,0,12,5,5,0
0,19,2,3,1,1,1,no,no,no,no,yes,no,yes,yes,4,4,4,1,1,0,0,9,9,0
0,17,2,2,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,0,0,10,9,0
0,15,3,2,2,2,0,yes,yes,yes,no,yes,yes,yes,no,4,3,5,1,1,0,26,7,6,0
0,17,2,1,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,0,2,13,11,0
0,15,1,2,1,2,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,0,6,11,11,0
0,17,2,3,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,0,3,7,7,0
0,16,3,3,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,0,4,11,11,0
0,15,3,2,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,1,1,0,16,11,10,0
0,15,3,3,2,3,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,0,8,10,10,0
0,17,3,3,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,0,56,9,9,0
0,15,1,1,1,2,3,yes,no,yes,no,yes,yes,yes,no,4,3,2,2,3,0,10,7,8,0
0,18,2,4,2,2,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,0,18,10,10,0
0,19,1,1,2,2,3,no,yes,no,yes,yes,no,no,yes,3,5,4,1,4,0,0,8,0,0
0,15,3,3,1,2,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,0,24,9,8,0
0,19,1,1,1,3,1,no,no,no,yes,yes,no,no,yes,5,3,1,1,1,0,6,7,9,0
0,15,4,4,1,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,1,2,0,0,10,8,0
0,18,1,1,1,2,0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,0,2,8,10,0
0,18,4,3,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,0,10,10,8,0
0,16,1,3,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,0,0,8,7,0
0,16,2,2,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,0,4,8,7,0
0,19,3,3,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,0,10,8,8,0
0,17,1,1,3,1,1,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,2,0,0,8,8,0
0,17,2,2,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,0,0,11,11,0
0,17,3,3,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,0,6,8,7,0
0,19,3,2,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,0,22,13,10,0
0,15,1,1,2,4,1,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,0,2,7,10,0
0,19,1,1,2,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,0,4,7,8,0
0,18,2,1,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,0,0,8,8,0
0,18,2,2,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,0,0,9,10,0
0,15,3,2,1,2,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,0,0,6,7,0
0,15,4,4,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,4,1,1,0,2,7,7,0
0,16,3,4,3,2,0,no,yes,no,no,no,yes,no,no,4,2,1,1,1,0,2,7,9,0
0,17,3,2,2,1,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,0,5,9,11,0
0,16,4,2,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,0,0,11,10,0
0,17,4,4,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,0,12,8,10,0
0,15,1,1,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,0,1,11,10,0
